county,precinct,office,district,party,candidate,votes
Indiana,Green #1,State Senate,41,REP,Chris Dush,0
Indiana,Green #1,State Senate,41,REP,R. Diamond,0
Indiana,Green #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Green #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Green #2,State Senate,41,REP,Robert E. Single,0
Indiana,Green #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Green #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Green #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Green #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Green #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Green #2,State Senate,41,REP,Dave Reed,0
Indiana,Green #2,State Senate,41,REP,Douglas Steve,0
Indiana,Green #2,State Senate,41,REP,Justin Bines,0
Indiana,Green #2,State Senate,41,REP,Chris Adams,0
Indiana,Green #2,State Senate,41,REP,Chris Dush,0
Indiana,Green #2,State Senate,41,REP,R. Diamond,0
Indiana,Green #3,State Senate,41,REP,Jim Struzzi,0
Indiana,Green #3,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Green #3,State Senate,41,REP,Robert E. Single,0
Indiana,Green #3,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Green #3,State Senate,41,REP,Robert G. Smith,0
Indiana,Green #3,State Senate,41,REP,Valerie Palmer,0
Indiana,Green #3,State Senate,41,REP,Anthony Deloreto,0
Indiana,Green #3,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Green #3,State Senate,41,REP,Dave Reed,0
Indiana,Green #3,State Senate,41,REP,Douglas Steve,0
Indiana,Green #3,State Senate,41,REP,Justin Bines,0
Indiana,Green #3,State Senate,41,REP,Chris Adams,0
Indiana,Green #3,State Senate,41,REP,Chris Dush,0
Indiana,Green #3,State Senate,41,REP,R. Diamond,0
Indiana,Homer City #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Homer City #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Homer City #1,State Senate,41,REP,Robert E. Single,0
Indiana,Homer City #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Homer City #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Homer City #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Homer City #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Homer City #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Homer City #1,State Senate,41,REP,Dave Reed,0
Indiana,Homer City #1,State Senate,41,REP,Douglas Steve,0
Indiana,Homer City #1,State Senate,41,REP,Justin Bines,0
Indiana,Homer City #1,State Senate,41,REP,Chris Adams,0
Indiana,Homer City #1,State Senate,41,REP,Chris Dush,0
Indiana,Homer City #1,State Senate,41,REP,R. Diamond,0
Indiana,Homer City #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Homer City #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Homer City #2,State Senate,41,REP,Robert E. Single,0
Indiana,Homer City #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Homer City #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Homer City #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Homer City #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Homer City #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Homer City #2,State Senate,41,REP,Dave Reed,0
Indiana,Homer City #2,State Senate,41,REP,Douglas Steve,0
Indiana,Homer City #2,State Senate,41,REP,Justin Bines,0
Indiana,Homer City #2,State Senate,41,REP,Chris Adams,0
Indiana,Homer City #2,State Senate,41,REP,Chris Dush,0
Indiana,Homer City #2,State Senate,41,REP,R. Diamond,0
Indiana,Indiana #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Indiana #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Indiana #1,State Senate,41,REP,Robert E. Single,0
Indiana,Indiana #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Indiana #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Indiana #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Indiana #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Indiana #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Indiana #1,State Senate,41,REP,Dave Reed,0
Indiana,Indiana #1,State Senate,41,REP,Douglas Steve,0
Indiana,Indiana #1,State Senate,41,REP,Justin Bines,0
Indiana,Indiana #1,State Senate,41,REP,Chris Adams,0
Indiana,Indiana #1,State Senate,41,REP,Chris Dush,0
Indiana,Indiana #1,State Senate,41,REP,R. Diamond,0
Indiana,Indiana #2/1,State Senate,41,REP,Jim Struzzi,0
Indiana,Indiana #2/1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Indiana #2/1,State Senate,41,REP,Robert E. Single,0
Indiana,Indiana #2/1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Indiana #2/1,State Senate,41,REP,Robert G. Smith,0
Indiana,Indiana #2/1,State Senate,41,REP,Valerie Palmer,0
Indiana,Indiana #2/1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Indiana #2/1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Indiana #2/1,State Senate,41,REP,Dave Reed,0
Indiana,Indiana #2/1,State Senate,41,REP,Douglas Steve,0
Indiana,Indiana #2/1,State Senate,41,REP,Justin Bines,0
Indiana,Indiana #2/1,State Senate,41,REP,Chris Adams,0
Indiana,Indiana #2/1,State Senate,41,REP,Chris Dush,0
Indiana,Indiana #2/1,State Senate,41,REP,R. Diamond,0
Indiana,Indiana #2/2,State Senate,41,REP,Jim Struzzi,0
Indiana,Indiana #2/2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Indiana #2/2,State Senate,41,REP,Robert E. Single,0
Indiana,Indiana #2/2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Indiana #2/2,State Senate,41,REP,Robert G. Smith,0
Indiana,Indiana #2/2,State Senate,41,REP,Valerie Palmer,0
Indiana,Indiana #2/2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Indiana #2/2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Indiana #2/2,State Senate,41,REP,Dave Reed,0
Indiana,Indiana #2/2,State Senate,41,REP,Douglas Steve,0
Indiana,Indiana #2/2,State Senate,41,REP,Justin Bines,0
Indiana,Indiana #2/2,State Senate,41,REP,Chris Adams,0
Indiana,Indiana #2/2,State Senate,41,REP,Chris Dush,0
Indiana,Indiana #2/2,State Senate,41,REP,R. Diamond,0
Indiana,Indiana #3/1,State Senate,41,REP,Jim Struzzi,0
Indiana,Indiana #3/1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Indiana #3/1,State Senate,41,REP,Robert E. Single,0
Indiana,Indiana #3/1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Indiana #3/1,State Senate,41,REP,Robert G. Smith,0
Indiana,Indiana #3/1,State Senate,41,REP,Valerie Palmer,0
Indiana,Indiana #3/1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Indiana #3/1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Indiana #3/1,State Senate,41,REP,Dave Reed,0
Indiana,Indiana #3/1,State Senate,41,REP,Douglas Steve,0
Indiana,Indiana #3/1,State Senate,41,REP,Justin Bines,0
Indiana,Indiana #3/1,State Senate,41,REP,Chris Adams,0
Indiana,Indiana #3/1,State Senate,41,REP,Chris Dush,0
Indiana,Indiana #3/1,State Senate,41,REP,R. Diamond,0
Indiana,Indiana #3/2,State Senate,41,REP,Jim Struzzi,1
Indiana,Indiana #3/2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Indiana #3/2,State Senate,41,REP,Robert E. Single,0
Indiana,Indiana #3/2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Indiana #3/2,State Senate,41,REP,Robert G. Smith,0
Indiana,Indiana #3/2,State Senate,41,REP,Valerie Palmer,0
Indiana,Indiana #3/2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Indiana #3/2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Indiana #3/2,State Senate,41,REP,Dave Reed,0
Indiana,Indiana #3/2,State Senate,41,REP,Douglas Steve,0
Indiana,Indiana #3/2,State Senate,41,REP,Justin Bines,0
Indiana,Indiana #3/2,State Senate,41,REP,Chris Adams,0
Indiana,Indiana #3/2,State Senate,41,REP,Chris Dush,0
Indiana,Indiana #3/2,State Senate,41,REP,R. Diamond,0
Indiana,Indiana #3/4,State Senate,41,REP,Jim Struzzi,0
Indiana,Indiana #3/4,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Indiana #3/4,State Senate,41,REP,Robert E. Single,0
Indiana,Indiana #3/4,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Indiana #3/4,State Senate,41,REP,Robert G. Smith,0
Indiana,Indiana #3/4,State Senate,41,REP,Valerie Palmer,0
Indiana,Indiana #3/4,State Senate,41,REP,Anthony Deloreto,0
Indiana,Indiana #3/4,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Indiana #3/4,State Senate,41,REP,Dave Reed,0
Indiana,Indiana #3/4,State Senate,41,REP,Douglas Steve,0
Indiana,Indiana #3/4,State Senate,41,REP,Justin Bines,0
Indiana,Indiana #3/4,State Senate,41,REP,Chris Adams,0
Indiana,Indiana #3/4,State Senate,41,REP,Chris Dush,0
Indiana,Indiana #3/4,State Senate,41,REP,R. Diamond,0
Indiana,Indiana #4,State Senate,41,REP,Jim Struzzi,0
Indiana,Indiana #4,State Senate,41,REP,Ross Brickelmyer,1
Indiana,Indiana #4,State Senate,41,REP,Robert E. Single,0
Indiana,Indiana #4,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Indiana #4,State Senate,41,REP,Robert G. Smith,0
Indiana,Indiana #4,State Senate,41,REP,Valerie Palmer,0
Indiana,Indiana #4,State Senate,41,REP,Anthony Deloreto,0
Indiana,Indiana #4,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Indiana #4,State Senate,41,REP,Dave Reed,0
Indiana,Indiana #4,State Senate,41,REP,Douglas Steve,0
Indiana,Indiana #4,State Senate,41,REP,Justin Bines,0
Indiana,Indiana #4,State Senate,41,REP,Chris Adams,0
Indiana,Indiana #4,State Senate,41,REP,Chris Dush,0
Indiana,Indiana #4,State Senate,41,REP,R. Diamond,0
Indiana,East Mahoning,State Senate,41,REP,Jim Struzzi,0
Indiana,East Mahoning,State Senate,41,REP,Ross Brickelmyer,0
Indiana,East Mahoning,State Senate,41,REP,Robert E. Single,0
Indiana,East Mahoning,State Senate,41,REP,David Lindahl Jr.,0
Indiana,East Mahoning,State Senate,41,REP,Robert G. Smith,0
Indiana,East Mahoning,State Senate,41,REP,Valerie Palmer,0
Indiana,East Mahoning,State Senate,41,REP,Anthony Deloreto,0
Indiana,East Mahoning,State Senate,41,REP,"Struzzi, Jim",0
Indiana,East Mahoning,State Senate,41,REP,Dave Reed,0
Indiana,East Mahoning,State Senate,41,REP,Douglas Steve,0
Indiana,East Mahoning,State Senate,41,REP,Justin Bines,0
Indiana,East Mahoning,State Senate,41,REP,Chris Adams,0
Indiana,East Mahoning,State Senate,41,REP,Chris Dush,0
Indiana,East Mahoning,State Senate,41,REP,R. Diamond,0
Indiana,North Mahoning,State Senate,41,REP,Jim Struzzi,0
Indiana,North Mahoning,State Senate,41,REP,Ross Brickelmyer,0
Indiana,North Mahoning,State Senate,41,REP,Robert E. Single,0
Indiana,North Mahoning,State Senate,41,REP,David Lindahl Jr.,0
Indiana,North Mahoning,State Senate,41,REP,Robert G. Smith,0
Indiana,North Mahoning,State Senate,41,REP,Valerie Palmer,0
Indiana,North Mahoning,State Senate,41,REP,Anthony Deloreto,0
Indiana,North Mahoning,State Senate,41,REP,"Struzzi, Jim",0
Indiana,North Mahoning,State Senate,41,REP,Dave Reed,0
Indiana,North Mahoning,State Senate,41,REP,Douglas Steve,0
Indiana,North Mahoning,State Senate,41,REP,Justin Bines,0
Indiana,North Mahoning,State Senate,41,REP,Chris Adams,0
Indiana,North Mahoning,State Senate,41,REP,Chris Dush,1
Indiana,North Mahoning,State Senate,41,REP,R. Diamond,0
Indiana,South Mahoning,State Senate,41,REP,Jim Struzzi,0
Indiana,South Mahoning,State Senate,41,REP,Ross Brickelmyer,0
Indiana,South Mahoning,State Senate,41,REP,Robert E. Single,0
Indiana,South Mahoning,State Senate,41,REP,David Lindahl Jr.,0
Indiana,South Mahoning,State Senate,41,REP,Robert G. Smith,0
Indiana,South Mahoning,State Senate,41,REP,Valerie Palmer,0
Indiana,South Mahoning,State Senate,41,REP,Anthony Deloreto,0
Indiana,South Mahoning,State Senate,41,REP,"Struzzi, Jim",0
Indiana,South Mahoning,State Senate,41,REP,Dave Reed,0
Indiana,South Mahoning,State Senate,41,REP,Douglas Steve,0
Indiana,South Mahoning,State Senate,41,REP,Justin Bines,0
Indiana,South Mahoning,State Senate,41,REP,Chris Adams,0
Indiana,South Mahoning,State Senate,41,REP,Chris Dush,0
Indiana,South Mahoning,State Senate,41,REP,R. Diamond,0
Indiana,West Mahoning,State Senate,41,REP,Jim Struzzi,0
Indiana,West Mahoning,State Senate,41,REP,Ross Brickelmyer,0
Indiana,West Mahoning,State Senate,41,REP,Robert E. Single,0
Indiana,West Mahoning,State Senate,41,REP,David Lindahl Jr.,0
Indiana,West Mahoning,State Senate,41,REP,Robert G. Smith,0
Indiana,West Mahoning,State Senate,41,REP,Valerie Palmer,0
Indiana,West Mahoning,State Senate,41,REP,Anthony Deloreto,0
Indiana,West Mahoning,State Senate,41,REP,"Struzzi, Jim",0
Indiana,West Mahoning,State Senate,41,REP,Dave Reed,0
Indiana,West Mahoning,State Senate,41,REP,Douglas Steve,0
Indiana,West Mahoning,State Senate,41,REP,Justin Bines,0
Indiana,West Mahoning,State Senate,41,REP,Chris Adams,0
Indiana,West Mahoning,State Senate,41,REP,Chris Dush,0
Indiana,West Mahoning,State Senate,41,REP,R. Diamond,0
Indiana,Marion Center,State Senate,41,REP,Jim Struzzi,0
Indiana,Marion Center,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Marion Center,State Senate,41,REP,Robert E. Single,0
Indiana,Marion Center,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Marion Center,State Senate,41,REP,Robert G. Smith,0
Indiana,Marion Center,State Senate,41,REP,Valerie Palmer,0
Indiana,Marion Center,State Senate,41,REP,Anthony Deloreto,0
Indiana,Marion Center,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Marion Center,State Senate,41,REP,Dave Reed,0
Indiana,Marion Center,State Senate,41,REP,Douglas Steve,0
Indiana,Marion Center,State Senate,41,REP,Justin Bines,0
Indiana,Marion Center,State Senate,41,REP,Chris Adams,0
Indiana,Marion Center,State Senate,41,REP,Chris Dush,0
Indiana,Marion Center,State Senate,41,REP,R. Diamond,0
Indiana,Montgomery,State Senate,41,REP,Jim Struzzi,0
Indiana,Montgomery,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Montgomery,State Senate,41,REP,Robert E. Single,0
Indiana,Montgomery,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Montgomery,State Senate,41,REP,Robert G. Smith,0
Indiana,Montgomery,State Senate,41,REP,Valerie Palmer,0
Indiana,Montgomery,State Senate,41,REP,Anthony Deloreto,0
Indiana,Montgomery,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Montgomery,State Senate,41,REP,Dave Reed,0
Indiana,Montgomery,State Senate,41,REP,Douglas Steve,0
Indiana,Montgomery,State Senate,41,REP,Justin Bines,0
Indiana,Montgomery,State Senate,41,REP,Chris Adams,0
Indiana,Montgomery,State Senate,41,REP,Chris Dush,0
Indiana,Montgomery,State Senate,41,REP,R. Diamond,0
Indiana,Pine #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Pine #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Pine #1,State Senate,41,REP,Robert E. Single,0
Indiana,Pine #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Pine #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Pine #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Pine #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Pine #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Pine #1,State Senate,41,REP,Dave Reed,0
Indiana,Pine #1,State Senate,41,REP,Douglas Steve,0
Indiana,Pine #1,State Senate,41,REP,Justin Bines,0
Indiana,Pine #1,State Senate,41,REP,Chris Adams,0
Indiana,Pine #1,State Senate,41,REP,Chris Dush,0
Indiana,Pine #1,State Senate,41,REP,R. Diamond,0
Indiana,Pine #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Pine #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Pine #2,State Senate,41,REP,Robert E. Single,0
Indiana,Pine #2,State Senate,41,REP,David Lindahl Jr.,1
Indiana,Pine #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Pine #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Pine #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Pine #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Pine #2,State Senate,41,REP,Dave Reed,0
Indiana,Pine #2,State Senate,41,REP,Douglas Steve,0
Indiana,Pine #2,State Senate,41,REP,Justin Bines,0
Indiana,Pine #2,State Senate,41,REP,Chris Adams,0
Indiana,Pine #2,State Senate,41,REP,Chris Dush,0
Indiana,Pine #2,State Senate,41,REP,R. Diamond,0
Indiana,Pine #3,State Senate,41,REP,Jim Struzzi,0
Indiana,Pine #3,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Pine #3,State Senate,41,REP,Robert E. Single,0
Indiana,Pine #3,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Pine #3,State Senate,41,REP,Robert G. Smith,0
Indiana,Pine #3,State Senate,41,REP,Valerie Palmer,0
Indiana,Pine #3,State Senate,41,REP,Anthony Deloreto,0
Indiana,Pine #3,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Pine #3,State Senate,41,REP,Dave Reed,0
Indiana,Pine #3,State Senate,41,REP,Douglas Steve,0
Indiana,Pine #3,State Senate,41,REP,Justin Bines,0
Indiana,Pine #3,State Senate,41,REP,Chris Adams,0
Indiana,Pine #3,State Senate,41,REP,Chris Dush,0
Indiana,Pine #3,State Senate,41,REP,R. Diamond,0
Indiana,Plumville,State Senate,41,REP,Jim Struzzi,0
Indiana,Plumville,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Plumville,State Senate,41,REP,Robert E. Single,0
Indiana,Plumville,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Plumville,State Senate,41,REP,Robert G. Smith,0
Indiana,Plumville,State Senate,41,REP,Valerie Palmer,0
Indiana,Plumville,State Senate,41,REP,Anthony Deloreto,0
Indiana,Plumville,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Plumville,State Senate,41,REP,Dave Reed,0
Indiana,Plumville,State Senate,41,REP,Douglas Steve,0
Indiana,Plumville,State Senate,41,REP,Justin Bines,0
Indiana,Plumville,State Senate,41,REP,Chris Adams,0
Indiana,Plumville,State Senate,41,REP,Chris Dush,0
Indiana,Plumville,State Senate,41,REP,R. Diamond,0
Indiana,Rayne,State Senate,41,REP,Jim Struzzi,0
Indiana,Rayne,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Rayne,State Senate,41,REP,Robert E. Single,0
Indiana,Rayne,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Rayne,State Senate,41,REP,Robert G. Smith,0
Indiana,Rayne,State Senate,41,REP,Valerie Palmer,1
Indiana,Rayne,State Senate,41,REP,Anthony Deloreto,0
Indiana,Rayne,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Rayne,State Senate,41,REP,Dave Reed,0
Indiana,Rayne,State Senate,41,REP,Douglas Steve,0
Indiana,Rayne,State Senate,41,REP,Justin Bines,0
Indiana,Rayne,State Senate,41,REP,Chris Adams,0
Indiana,Rayne,State Senate,41,REP,Chris Dush,0
Indiana,Rayne,State Senate,41,REP,R. Diamond,0
Indiana,Saltsburg,State Senate,41,REP,Jim Struzzi,0
Indiana,Saltsburg,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Saltsburg,State Senate,41,REP,Robert E. Single,0
Indiana,Saltsburg,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Saltsburg,State Senate,41,REP,Robert G. Smith,0
Indiana,Saltsburg,State Senate,41,REP,Valerie Palmer,0
Indiana,Saltsburg,State Senate,41,REP,Anthony Deloreto,0
Indiana,Saltsburg,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Saltsburg,State Senate,41,REP,Dave Reed,0
Indiana,Saltsburg,State Senate,41,REP,Douglas Steve,0
Indiana,Saltsburg,State Senate,41,REP,Justin Bines,0
Indiana,Saltsburg,State Senate,41,REP,Chris Adams,0
Indiana,Saltsburg,State Senate,41,REP,Chris Dush,0
Indiana,Saltsburg,State Senate,41,REP,R. Diamond,0
Indiana,Shelocta,State Senate,41,REP,Jim Struzzi,0
Indiana,Shelocta,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Shelocta,State Senate,41,REP,Robert E. Single,0
Indiana,Shelocta,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Shelocta,State Senate,41,REP,Robert G. Smith,0
Indiana,Shelocta,State Senate,41,REP,Valerie Palmer,0
Indiana,Shelocta,State Senate,41,REP,Anthony Deloreto,0
Indiana,Shelocta,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Shelocta,State Senate,41,REP,Dave Reed,0
Indiana,Shelocta,State Senate,41,REP,Douglas Steve,0
Indiana,Shelocta,State Senate,41,REP,Justin Bines,0
Indiana,Shelocta,State Senate,41,REP,Chris Adams,0
Indiana,Shelocta,State Senate,41,REP,Chris Dush,0
Indiana,Shelocta,State Senate,41,REP,R. Diamond,0
Indiana,Smicksburg,State Senate,41,REP,Jim Struzzi,0
Indiana,Smicksburg,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Smicksburg,State Senate,41,REP,Robert E. Single,0
Indiana,Smicksburg,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Smicksburg,State Senate,41,REP,Robert G. Smith,0
Indiana,Smicksburg,State Senate,41,REP,Valerie Palmer,0
Indiana,Smicksburg,State Senate,41,REP,Anthony Deloreto,0
Indiana,Smicksburg,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Smicksburg,State Senate,41,REP,Dave Reed,0
Indiana,Smicksburg,State Senate,41,REP,Douglas Steve,0
Indiana,Smicksburg,State Senate,41,REP,Justin Bines,0
Indiana,Smicksburg,State Senate,41,REP,Chris Adams,0
Indiana,Smicksburg,State Senate,41,REP,Chris Dush,0
Indiana,Smicksburg,State Senate,41,REP,R. Diamond,0
Indiana,Washington,State Senate,41,REP,Jim Struzzi,0
Indiana,Washington,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Washington,State Senate,41,REP,Robert E. Single,0
Indiana,Washington,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Washington,State Senate,41,REP,Robert G. Smith,0
Indiana,Washington,State Senate,41,REP,Valerie Palmer,0
Indiana,Washington,State Senate,41,REP,Anthony Deloreto,0
Indiana,Washington,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Washington,State Senate,41,REP,Dave Reed,0
Indiana,Washington,State Senate,41,REP,Douglas Steve,0
Indiana,Washington,State Senate,41,REP,Justin Bines,0
Indiana,Washington,State Senate,41,REP,Chris Adams,0
Indiana,Washington,State Senate,41,REP,Chris Dush,0
Indiana,Washington,State Senate,41,REP,R. Diamond,0
Indiana,East Wheatfield #1,State Senate,41,REP,Jim Struzzi,0
Indiana,East Wheatfield #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,East Wheatfield #1,State Senate,41,REP,Robert E. Single,0
Indiana,East Wheatfield #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,East Wheatfield #1,State Senate,41,REP,Robert G. Smith,0
Indiana,East Wheatfield #1,State Senate,41,REP,Valerie Palmer,0
Indiana,East Wheatfield #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,East Wheatfield #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,East Wheatfield #1,State Senate,41,REP,Dave Reed,0
Indiana,East Wheatfield #1,State Senate,41,REP,Douglas Steve,0
Indiana,East Wheatfield #1,State Senate,41,REP,Justin Bines,0
Indiana,East Wheatfield #1,State Senate,41,REP,Chris Adams,0
Indiana,East Wheatfield #1,State Senate,41,REP,Chris Dush,0
Indiana,East Wheatfield #1,State Senate,41,REP,R. Diamond,0
