county,precinct,office,district,party,candidate,votes
Indiana,Young #1,Registered Voters,,DEM,,229
Indiana,Young #1,Registered Voters,,REP,,258
Indiana,Young #1,Registered Voters,,NPA,,0
Indiana,Young #1,Ballots Cast,,,,175
Indiana,Young #1,Ballots Cast,,DEM,,98
Indiana,Young #1,Ballots Cast,,REP,,77
Indiana,Young #1,Ballots Cast,,NPA,,0
Indiana,Young #2,Registered Voters,,,,149
Indiana,Young #2,Registered Voters,,DEM,,58
Indiana,Young #2,Registered Voters,,REP,,91
Indiana,Young #2,Registered Voters,,NPA,,0
Indiana,Young #2,Ballots Cast,,,,81
Indiana,Young #2,Ballots Cast,,DEM,,34
Indiana,Young #2,Ballots Cast,,REP,,47
Indiana,Young #2,Ballots Cast,,NPA,,0
Indiana,Young #3,Registered Voters,,,,209
Indiana,Young #3,Registered Voters,,DEM,,93
Indiana,Young #3,Registered Voters,,REP,,116
Indiana,Young #3,Registered Voters,,NPA,,0
Indiana,Young #3,Ballots Cast,,,,90
Indiana,Young #3,Ballots Cast,,DEM,,33
Indiana,Young #3,Ballots Cast,,REP,,57
Indiana,Young #3,Ballots Cast,,NPA,,0
Indiana,Armagh,President,,DEM,Bernie Sanders,1
Indiana,Armagh,President,,DEM,Joseph R. Biden,6
Indiana,Armagh,President,,DEM,Tulsi Gabbard,2
Indiana,Armagh,President,,DEM,M. Bloomburg,0
Indiana,Armagh,President,,DEM,Amy Klobuchar,0
Indiana,Armagh,President,,DEM,Don Blankenship,0
Indiana,Armagh,President,,DEM,Andrew Yang,0
Indiana,Armagh,President,,DEM,Mark Cuban,0
Indiana,Armagh,President,,DEM,Elizabeth Warren,0
Indiana,Armagh,President,,DEM,Colin Powell,0
Indiana,Armagh,President,,DEM,Pete Buttigieg,0
Indiana,Armagh,President,,DEM,Donald J. Trump,0
Indiana,Armagh,President,,DEM,Donald Trump,0
Indiana,Armstrong #1,President,,DEM,Bernie Sanders,13
Indiana,Armstrong #1,President,,DEM,Joseph R. Biden,53
Indiana,Armstrong #1,President,,DEM,Tulsi Gabbard,1
Indiana,Armstrong #1,President,,DEM,M. Bloomburg,0
Indiana,Armstrong #1,President,,DEM,Amy Klobuchar,0
Indiana,Armstrong #1,President,,DEM,Don Blankenship,0
Indiana,Armstrong #1,President,,DEM,Andrew Yang,0
Indiana,Armstrong #1,President,,DEM,Mark Cuban,0
Indiana,Armstrong #1,President,,DEM,Elizabeth Warren,0
Indiana,Armstrong #1,President,,DEM,Colin Powell,0
Indiana,Armstrong #1,President,,DEM,Pete Buttigieg,0
Indiana,Armstrong #1,President,,DEM,Donald J. Trump,2
Indiana,Armstrong #1,President,,DEM,Donald Trump,4
Indiana,Armstrong #2,President,,DEM,Bernie Sanders,24
Indiana,Armstrong #2,President,,DEM,Joseph R. Biden,105
Indiana,Armstrong #2,President,,DEM,Tulsi Gabbard,7
Indiana,Armstrong #2,President,,DEM,M. Bloomburg,0
Indiana,Armstrong #2,President,,DEM,Amy Klobuchar,0
Indiana,Armstrong #2,President,,DEM,Don Blankenship,0
Indiana,Armstrong #2,President,,DEM,Andrew Yang,0
Indiana,Armstrong #2,President,,DEM,Mark Cuban,0
Indiana,Armstrong #2,President,,DEM,Elizabeth Warren,0
Indiana,Armstrong #2,President,,DEM,Colin Powell,0
Indiana,Armstrong #2,President,,DEM,Pete Buttigieg,0
Indiana,Armstrong #2,President,,DEM,Donald J. Trump,3
Indiana,Armstrong #2,President,,DEM,Donald Trump,8
Indiana,Banks,President,,DEM,Bernie Sanders,2
Indiana,Banks,President,,DEM,Joseph R. Biden,25
Indiana,Banks,President,,DEM,Tulsi Gabbard,4
Indiana,Banks,President,,DEM,M. Bloomburg,0
Indiana,Banks,President,,DEM,Amy Klobuchar,0
Indiana,Banks,President,,DEM,Don Blankenship,0
Indiana,Banks,President,,DEM,Andrew Yang,0
Indiana,Banks,President,,DEM,Mark Cuban,0
Indiana,Banks,President,,DEM,Elizabeth Warren,0
Indiana,Banks,President,,DEM,Colin Powell,0
Indiana,Banks,President,,DEM,Pete Buttigieg,0
Indiana,Banks,President,,DEM,Donald J. Trump,4
Indiana,Banks,President,,DEM,Donald Trump,3
Indiana,Blacklick,President,,DEM,Bernie Sanders,12
Indiana,Blacklick,President,,DEM,Joseph R. Biden,86
Indiana,Blacklick,President,,DEM,Tulsi Gabbard,7
Indiana,Blacklick,President,,DEM,M. Bloomburg,0
Indiana,Blacklick,President,,DEM,Amy Klobuchar,0
Indiana,Blacklick,President,,DEM,Don Blankenship,0
Indiana,Blacklick,President,,DEM,Andrew Yang,0
Indiana,Blacklick,President,,DEM,Mark Cuban,0
Indiana,Blacklick,President,,DEM,Elizabeth Warren,0
Indiana,Blacklick,President,,DEM,Colin Powell,0
Indiana,Blacklick,President,,DEM,Pete Buttigieg,0
Indiana,Blacklick,President,,DEM,Donald J. Trump,4
Indiana,Blacklick,President,,DEM,Donald Trump,7
Indiana,Blairsville #1,President,,DEM,Bernie Sanders,29
Indiana,Blairsville #1,President,,DEM,Joseph R. Biden,78
Indiana,Blairsville #1,President,,DEM,Tulsi Gabbard,10
Indiana,Blairsville #1,President,,DEM,M. Bloomburg,0
Indiana,Blairsville #1,President,,DEM,Amy Klobuchar,0
Indiana,Blairsville #1,President,,DEM,Don Blankenship,0
Indiana,Blairsville #1,President,,DEM,Andrew Yang,0
Indiana,Blairsville #1,President,,DEM,Mark Cuban,0
Indiana,Blairsville #1,President,,DEM,Elizabeth Warren,0
Indiana,Blairsville #1,President,,DEM,Colin Powell,0
Indiana,Blairsville #1,President,,DEM,Pete Buttigieg,0
Indiana,Blairsville #1,President,,DEM,Donald J. Trump,0
Indiana,Blairsville #1,President,,DEM,Donald Trump,1
Indiana,Blairsville #2,President,,DEM,Bernie Sanders,17
Indiana,Blairsville #2,President,,DEM,Joseph R. Biden,73
Indiana,Blairsville #2,President,,DEM,Tulsi Gabbard,1
Indiana,Blairsville #2,President,,DEM,M. Bloomburg,0
Indiana,Blairsville #2,President,,DEM,Amy Klobuchar,0
Indiana,Blairsville #2,President,,DEM,Don Blankenship,0
Indiana,Blairsville #2,President,,DEM,Andrew Yang,0
Indiana,Blairsville #2,President,,DEM,Mark Cuban,0
Indiana,Blairsville #2,President,,DEM,Elizabeth Warren,0
Indiana,Blairsville #2,President,,DEM,Colin Powell,0
Indiana,Blairsville #2,President,,DEM,Pete Buttigieg,0
Indiana,Blairsville #2,President,,DEM,Donald J. Trump,2
Indiana,Blairsville #2,President,,DEM,Donald Trump,5
Indiana,Blairsville #3,President,,DEM,Bernie Sanders,24
Indiana,Blairsville #3,President,,DEM,Joseph R. Biden,98
Indiana,Blairsville #3,President,,DEM,Tulsi Gabbard,10
Indiana,Blairsville #3,President,,DEM,M. Bloomburg,0
Indiana,Blairsville #3,President,,DEM,Amy Klobuchar,0
Indiana,Blairsville #3,President,,DEM,Don Blankenship,0
Indiana,Blairsville #3,President,,DEM,Andrew Yang,0
Indiana,Blairsville #3,President,,DEM,Mark Cuban,0
Indiana,Blairsville #3,President,,DEM,Elizabeth Warren,0
Indiana,Blairsville #3,President,,DEM,Colin Powell,0
Indiana,Blairsville #3,President,,DEM,Pete Buttigieg,0
Indiana,Blairsville #3,President,,DEM,Donald J. Trump,1
Indiana,Blairsville #3,President,,DEM,Donald Trump,13
Indiana,Brushvalley,President,,DEM,Bernie Sanders,19
Indiana,Brushvalley,President,,DEM,Joseph R. Biden,83
Indiana,Brushvalley,President,,DEM,Tulsi Gabbard,11
Indiana,Brushvalley,President,,DEM,M. Bloomburg,0
Indiana,Brushvalley,President,,DEM,Amy Klobuchar,0
Indiana,Brushvalley,President,,DEM,Don Blankenship,0
Indiana,Brushvalley,President,,DEM,Andrew Yang,0
Indiana,Brushvalley,President,,DEM,Mark Cuban,0
Indiana,Brushvalley,President,,DEM,Elizabeth Warren,0
Indiana,Brushvalley,President,,DEM,Colin Powell,0
Indiana,Brushvalley,President,,DEM,Pete Buttigieg,0
Indiana,Brushvalley,President,,DEM,Donald J. Trump,2
Indiana,Brushvalley,President,,DEM,Donald Trump,2
Indiana,Buffington #1,President,,DEM,Bernie Sanders,9
Indiana,Buffington #1,President,,DEM,Joseph R. Biden,37
Indiana,Buffington #1,President,,DEM,Tulsi Gabbard,7
Indiana,Buffington #1,President,,DEM,M. Bloomburg,0
Indiana,Buffington #1,President,,DEM,Amy Klobuchar,0
Indiana,Buffington #1,President,,DEM,Don Blankenship,0
Indiana,Buffington #1,President,,DEM,Andrew Yang,0
Indiana,Buffington #1,President,,DEM,Mark Cuban,0
Indiana,Buffington #1,President,,DEM,Elizabeth Warren,0
Indiana,Buffington #1,President,,DEM,Colin Powell,0
Indiana,Buffington #1,President,,DEM,Pete Buttigieg,0
Indiana,Buffington #1,President,,DEM,Donald J. Trump,0
Indiana,Buffington #1,President,,DEM,Donald Trump,8
Indiana,Buffington #2,President,,DEM,Bernie Sanders,3
Indiana,Buffington #2,President,,DEM,Joseph R. Biden,16
Indiana,Buffington #2,President,,DEM,Tulsi Gabbard,7
Indiana,Buffington #2,President,,DEM,M. Bloomburg,0
Indiana,Buffington #2,President,,DEM,Amy Klobuchar,0
Indiana,Buffington #2,President,,DEM,Don Blankenship,0
Indiana,Buffington #2,President,,DEM,Andrew Yang,0
Indiana,Buffington #2,President,,DEM,Mark Cuban,0
Indiana,Buffington #2,President,,DEM,Elizabeth Warren,0
Indiana,Buffington #2,President,,DEM,Colin Powell,0
Indiana,Buffington #2,President,,DEM,Pete Buttigieg,0
Indiana,Buffington #2,President,,DEM,Donald J. Trump,3
Indiana,Buffington #2,President,,DEM,Donald Trump,0
Indiana,Burrell #1,President,,DEM,Bernie Sanders,19
Indiana,Burrell #1,President,,DEM,Joseph R. Biden,98
Indiana,Burrell #1,President,,DEM,Tulsi Gabbard,11
Indiana,Burrell #1,President,,DEM,M. Bloomburg,0
Indiana,Burrell #1,President,,DEM,Amy Klobuchar,0
Indiana,Burrell #1,President,,DEM,Don Blankenship,0
Indiana,Burrell #1,President,,DEM,Andrew Yang,0
Indiana,Burrell #1,President,,DEM,Mark Cuban,0
Indiana,Burrell #1,President,,DEM,Elizabeth Warren,0
Indiana,Burrell #1,President,,DEM,Colin Powell,0
Indiana,Burrell #1,President,,DEM,Pete Buttigieg,0
Indiana,Burrell #1,President,,DEM,Donald J. Trump,1
Indiana,Burrell #1,President,,DEM,Donald Trump,8
Indiana,Burrell #2,President,,DEM,Bernie Sanders,17
Indiana,Burrell #2,President,,DEM,Joseph R. Biden,119
Indiana,Burrell #2,President,,DEM,Tulsi Gabbard,7
Indiana,Burrell #2,President,,DEM,M. Bloomburg,0
Indiana,Burrell #2,President,,DEM,Amy Klobuchar,0
Indiana,Burrell #2,President,,DEM,Don Blankenship,0
Indiana,Burrell #2,President,,DEM,Andrew Yang,0
Indiana,Burrell #2,President,,DEM,Mark Cuban,0
Indiana,Burrell #2,President,,DEM,Elizabeth Warren,0
Indiana,Burrell #2,President,,DEM,Colin Powell,0
Indiana,Burrell #2,President,,DEM,Pete Buttigieg,0
Indiana,Burrell #2,President,,DEM,Donald J. Trump,2
Indiana,Burrell #2,President,,DEM,Donald Trump,6
Indiana,Canoe,President,,DEM,Bernie Sanders,13
Indiana,Canoe,President,,DEM,Joseph R. Biden,50
Indiana,Canoe,President,,DEM,Tulsi Gabbard,6
Indiana,Canoe,President,,DEM,M. Bloomburg,0
Indiana,Canoe,President,,DEM,Amy Klobuchar,0
Indiana,Canoe,President,,DEM,Don Blankenship,0
Indiana,Canoe,President,,DEM,Andrew Yang,0
Indiana,Canoe,President,,DEM,Mark Cuban,0
Indiana,Canoe,President,,DEM,Elizabeth Warren,0
Indiana,Canoe,President,,DEM,Colin Powell,0
Indiana,Canoe,President,,DEM,Pete Buttigieg,0
Indiana,Canoe,President,,DEM,Donald J. Trump,5
Indiana,Canoe,President,,DEM,Donald Trump,8
Indiana,Center #1,President,,DEM,Bernie Sanders,17
Indiana,Center #1,President,,DEM,Joseph R. Biden,77
Indiana,Center #1,President,,DEM,Tulsi Gabbard,7
Indiana,Center #1,President,,DEM,M. Bloomburg,0
Indiana,Center #1,President,,DEM,Amy Klobuchar,0
Indiana,Center #1,President,,DEM,Don Blankenship,0
Indiana,Center #1,President,,DEM,Andrew Yang,0
Indiana,Center #1,President,,DEM,Mark Cuban,0
Indiana,Center #1,President,,DEM,Elizabeth Warren,0
Indiana,Center #1,President,,DEM,Colin Powell,0
Indiana,Center #1,President,,DEM,Pete Buttigieg,0
Indiana,Center #1,President,,DEM,Donald J. Trump,0
Indiana,Center #1,President,,DEM,Donald Trump,4
Indiana,Center #2,President,,DEM,Bernie Sanders,14
Indiana,Center #2,President,,DEM,Joseph R. Biden,116
Indiana,Center #2,President,,DEM,Tulsi Gabbard,11
Indiana,Center #2,President,,DEM,M. Bloomburg,0
Indiana,Center #2,President,,DEM,Amy Klobuchar,0
Indiana,Center #2,President,,DEM,Don Blankenship,0
Indiana,Center #2,President,,DEM,Andrew Yang,0
Indiana,Center #2,President,,DEM,Mark Cuban,0
Indiana,Center #2,President,,DEM,Elizabeth Warren,0
Indiana,Center #2,President,,DEM,Colin Powell,0
Indiana,Center #2,President,,DEM,Pete Buttigieg,0
Indiana,Center #2,President,,DEM,Donald J. Trump,3
Indiana,Center #2,President,,DEM,Donald Trump,9
Indiana,Center #3,President,,DEM,Bernie Sanders,43
Indiana,Center #3,President,,DEM,Joseph R. Biden,206
Indiana,Center #3,President,,DEM,Tulsi Gabbard,16
Indiana,Center #3,President,,DEM,M. Bloomburg,0
Indiana,Center #3,President,,DEM,Amy Klobuchar,0
Indiana,Center #3,President,,DEM,Don Blankenship,0
Indiana,Center #3,President,,DEM,Andrew Yang,0
Indiana,Center #3,President,,DEM,Mark Cuban,0
Indiana,Center #3,President,,DEM,Elizabeth Warren,0
Indiana,Center #3,President,,DEM,Colin Powell,0
Indiana,Center #3,President,,DEM,Pete Buttigieg,0
Indiana,Center #3,President,,DEM,Donald J. Trump,3
Indiana,Center #3,President,,DEM,Donald Trump,12
Indiana,Cherryhill #1,President,,DEM,Bernie Sanders,16
Indiana,Cherryhill #1,President,,DEM,Joseph R. Biden,94
Indiana,Cherryhill #1,President,,DEM,Tulsi Gabbard,12
Indiana,Cherryhill #1,President,,DEM,M. Bloomburg,0
Indiana,Cherryhill #1,President,,DEM,Amy Klobuchar,0
Indiana,Cherryhill #1,President,,DEM,Don Blankenship,0
Indiana,Cherryhill #1,President,,DEM,Andrew Yang,0
Indiana,Cherryhill #1,President,,DEM,Mark Cuban,0
Indiana,Cherryhill #1,President,,DEM,Elizabeth Warren,0
Indiana,Cherryhill #1,President,,DEM,Colin Powell,0
Indiana,Cherryhill #1,President,,DEM,Pete Buttigieg,0
Indiana,Cherryhill #1,President,,DEM,Donald J. Trump,1
Indiana,Cherryhill #1,President,,DEM,Donald Trump,7
Indiana,Cherryhill #2,President,,DEM,Bernie Sanders,3
Indiana,Cherryhill #2,President,,DEM,Joseph R. Biden,52
Indiana,Cherryhill #2,President,,DEM,Tulsi Gabbard,6
Indiana,Cherryhill #2,President,,DEM,M. Bloomburg,0
Indiana,Cherryhill #2,President,,DEM,Amy Klobuchar,0
Indiana,Cherryhill #2,President,,DEM,Don Blankenship,0
Indiana,Cherryhill #2,President,,DEM,Andrew Yang,0
Indiana,Cherryhill #2,President,,DEM,Mark Cuban,0
Indiana,Cherryhill #2,President,,DEM,Elizabeth Warren,0
Indiana,Cherryhill #2,President,,DEM,Colin Powell,0
Indiana,Cherryhill #2,President,,DEM,Pete Buttigieg,0
Indiana,Cherryhill #2,President,,DEM,Donald J. Trump,1
Indiana,Cherryhill #2,President,,DEM,Donald Trump,4
Indiana,Cherry Tree,President,,DEM,Bernie Sanders,1
Indiana,Cherry Tree,President,,DEM,Joseph R. Biden,12
Indiana,Cherry Tree,President,,DEM,Tulsi Gabbard,3
Indiana,Cherry Tree,President,,DEM,M. Bloomburg,0
Indiana,Cherry Tree,President,,DEM,Amy Klobuchar,0
Indiana,Cherry Tree,President,,DEM,Don Blankenship,0
Indiana,Cherry Tree,President,,DEM,Andrew Yang,0
Indiana,Cherry Tree,President,,DEM,Mark Cuban,0
Indiana,Cherry Tree,President,,DEM,Elizabeth Warren,0
Indiana,Cherry Tree,President,,DEM,Colin Powell,0
Indiana,Cherry Tree,President,,DEM,Pete Buttigieg,0
Indiana,Cherry Tree,President,,DEM,Donald J. Trump,0
Indiana,Cherry Tree,President,,DEM,Donald Trump,1
Indiana,Clymer,President,,DEM,Bernie Sanders,17
Indiana,Clymer,President,,DEM,Joseph R. Biden,74
Indiana,Clymer,President,,DEM,Tulsi Gabbard,8
Indiana,Clymer,President,,DEM,M. Bloomburg,0
Indiana,Clymer,President,,DEM,Amy Klobuchar,0
Indiana,Clymer,President,,DEM,Don Blankenship,0
Indiana,Clymer,President,,DEM,Andrew Yang,0
Indiana,Clymer,President,,DEM,Mark Cuban,0
Indiana,Clymer,President,,DEM,Elizabeth Warren,0
Indiana,Clymer,President,,DEM,Colin Powell,0
Indiana,Clymer,President,,DEM,Pete Buttigieg,0
Indiana,Clymer,President,,DEM,Donald J. Trump,2
Indiana,Clymer,President,,DEM,Donald Trump,11
Indiana,Conemaugh #1,President,,DEM,Bernie Sanders,7
Indiana,Conemaugh #1,President,,DEM,Joseph R. Biden,28
Indiana,Conemaugh #1,President,,DEM,Tulsi Gabbard,1
Indiana,Conemaugh #1,President,,DEM,M. Bloomburg,0
Indiana,Conemaugh #1,President,,DEM,Amy Klobuchar,0
Indiana,Conemaugh #1,President,,DEM,Don Blankenship,0
Indiana,Conemaugh #1,President,,DEM,Andrew Yang,0
Indiana,Conemaugh #1,President,,DEM,Mark Cuban,0
Indiana,Conemaugh #1,President,,DEM,Elizabeth Warren,0
Indiana,Conemaugh #1,President,,DEM,Colin Powell,0
Indiana,Conemaugh #1,President,,DEM,Pete Buttigieg,0
Indiana,Conemaugh #1,President,,DEM,Donald J. Trump,1
Indiana,Conemaugh #1,President,,DEM,Donald Trump,2
Indiana,Conemaugh #2,President,,DEM,Bernie Sanders,7
Indiana,Conemaugh #2,President,,DEM,Joseph R. Biden,63
Indiana,Conemaugh #2,President,,DEM,Tulsi Gabbard,7
Indiana,Conemaugh #2,President,,DEM,M. Bloomburg,0
Indiana,Conemaugh #2,President,,DEM,Amy Klobuchar,0
Indiana,Conemaugh #2,President,,DEM,Don Blankenship,0
Indiana,Conemaugh #2,President,,DEM,Andrew Yang,0
Indiana,Conemaugh #2,President,,DEM,Mark Cuban,0
Indiana,Conemaugh #2,President,,DEM,Elizabeth Warren,0
Indiana,Conemaugh #2,President,,DEM,Colin Powell,0
Indiana,Conemaugh #2,President,,DEM,Pete Buttigieg,0
Indiana,Conemaugh #2,President,,DEM,Donald J. Trump,1
Indiana,Conemaugh #2,President,,DEM,Donald Trump,3
Indiana,Conemaugh #3,President,,DEM,Bernie Sanders,10
Indiana,Conemaugh #3,President,,DEM,Joseph R. Biden,44
Indiana,Conemaugh #3,President,,DEM,Tulsi Gabbard,6
Indiana,Conemaugh #3,President,,DEM,M. Bloomburg,0
Indiana,Conemaugh #3,President,,DEM,Amy Klobuchar,0
Indiana,Conemaugh #3,President,,DEM,Don Blankenship,0
Indiana,Conemaugh #3,President,,DEM,Andrew Yang,0
Indiana,Conemaugh #3,President,,DEM,Mark Cuban,0
Indiana,Conemaugh #3,President,,DEM,Elizabeth Warren,0
Indiana,Conemaugh #3,President,,DEM,Colin Powell,0
Indiana,Conemaugh #3,President,,DEM,Pete Buttigieg,0
Indiana,Conemaugh #3,President,,DEM,Donald J. Trump,0
Indiana,Conemaugh #3,President,,DEM,Donald Trump,3
Indiana,Creekside,President,,DEM,Bernie Sanders,6
Indiana,Creekside,President,,DEM,Joseph R. Biden,16
Indiana,Creekside,President,,DEM,Tulsi Gabbard,3
Indiana,Creekside,President,,DEM,M. Bloomburg,0
Indiana,Creekside,President,,DEM,Amy Klobuchar,0
Indiana,Creekside,President,,DEM,Don Blankenship,0
Indiana,Creekside,President,,DEM,Andrew Yang,0
Indiana,Creekside,President,,DEM,Mark Cuban,0
Indiana,Creekside,President,,DEM,Elizabeth Warren,0
Indiana,Creekside,President,,DEM,Colin Powell,0
Indiana,Creekside,President,,DEM,Pete Buttigieg,0
Indiana,Creekside,President,,DEM,Donald J. Trump,0
Indiana,Creekside,President,,DEM,Donald Trump,2
Indiana,Ernest,President,,DEM,Bernie Sanders,2
Indiana,Ernest,President,,DEM,Joseph R. Biden,22
Indiana,Ernest,President,,DEM,Tulsi Gabbard,1
Indiana,Ernest,President,,DEM,M. Bloomburg,0
Indiana,Ernest,President,,DEM,Amy Klobuchar,0
Indiana,Ernest,President,,DEM,Don Blankenship,0
Indiana,Ernest,President,,DEM,Andrew Yang,0
Indiana,Ernest,President,,DEM,Mark Cuban,0
Indiana,Ernest,President,,DEM,Elizabeth Warren,0
Indiana,Ernest,President,,DEM,Colin Powell,0
Indiana,Ernest,President,,DEM,Pete Buttigieg,0
Indiana,Ernest,President,,DEM,Donald J. Trump,0
Indiana,Ernest,President,,DEM,Donald Trump,0
Indiana,Glen Campbell,President,,DEM,Bernie Sanders,9
Indiana,Glen Campbell,President,,DEM,Joseph R. Biden,14
Indiana,Glen Campbell,President,,DEM,Tulsi Gabbard,1
Indiana,Glen Campbell,President,,DEM,M. Bloomburg,0
Indiana,Glen Campbell,President,,DEM,Amy Klobuchar,0
Indiana,Glen Campbell,President,,DEM,Don Blankenship,0
Indiana,Glen Campbell,President,,DEM,Andrew Yang,0
Indiana,Glen Campbell,President,,DEM,Mark Cuban,0
Indiana,Glen Campbell,President,,DEM,Elizabeth Warren,0
Indiana,Glen Campbell,President,,DEM,Colin Powell,0
Indiana,Glen Campbell,President,,DEM,Pete Buttigieg,0
Indiana,Glen Campbell,President,,DEM,Donald J. Trump,2
Indiana,Glen Campbell,President,,DEM,Donald Trump,2
Indiana,Grant,President,,DEM,Bernie Sanders,5
Indiana,Grant,President,,DEM,Joseph R. Biden,21
Indiana,Grant,President,,DEM,Tulsi Gabbard,3
Indiana,Grant,President,,DEM,M. Bloomburg,0
Indiana,Grant,President,,DEM,Amy Klobuchar,0
Indiana,Grant,President,,DEM,Don Blankenship,0
Indiana,Grant,President,,DEM,Andrew Yang,0
Indiana,Grant,President,,DEM,Mark Cuban,0
Indiana,Grant,President,,DEM,Elizabeth Warren,0
Indiana,Grant,President,,DEM,Colin Powell,0
Indiana,Grant,President,,DEM,Pete Buttigieg,0
Indiana,Grant,President,,DEM,Donald J. Trump,1
Indiana,Grant,President,,DEM,Donald Trump,1
Indiana,Green #1,President,,DEM,Bernie Sanders,10
Indiana,Green #1,President,,DEM,Joseph R. Biden,47
Indiana,Green #1,President,,DEM,Tulsi Gabbard,6
Indiana,Green #1,President,,DEM,M. Bloomburg,0
Indiana,Green #1,President,,DEM,Amy Klobuchar,0
Indiana,Green #1,President,,DEM,Don Blankenship,1
Indiana,Green #1,President,,DEM,Andrew Yang,0
Indiana,Green #1,President,,DEM,Mark Cuban,0
Indiana,Green #1,President,,DEM,Elizabeth Warren,0
Indiana,Green #1,President,,DEM,Colin Powell,0
Indiana,Green #1,President,,DEM,Pete Buttigieg,0
Indiana,Green #1,President,,DEM,Donald J. Trump,4
Indiana,Green #1,President,,DEM,Donald Trump,8
Indiana,Green #2,President,,DEM,Bernie Sanders,11
Indiana,Green #2,President,,DEM,Joseph R. Biden,50
Indiana,Green #2,President,,DEM,Tulsi Gabbard,2
Indiana,Green #2,President,,DEM,M. Bloomburg,0
Indiana,Green #2,President,,DEM,Amy Klobuchar,0
Indiana,Green #2,President,,DEM,Don Blankenship,0
Indiana,Green #2,President,,DEM,Andrew Yang,0
Indiana,Green #2,President,,DEM,Mark Cuban,0
Indiana,Green #2,President,,DEM,Elizabeth Warren,0
Indiana,Green #2,President,,DEM,Colin Powell,0
Indiana,Green #2,President,,DEM,Pete Buttigieg,0
Indiana,Green #2,President,,DEM,Donald J. Trump,0
Indiana,Green #2,President,,DEM,Donald Trump,9
Indiana,Green #3,President,,DEM,Bernie Sanders,8
Indiana,Green #3,President,,DEM,Joseph R. Biden,20
Indiana,Green #3,President,,DEM,Tulsi Gabbard,2
Indiana,Green #3,President,,DEM,M. Bloomburg,0
Indiana,Green #3,President,,DEM,Amy Klobuchar,0
Indiana,Green #3,President,,DEM,Don Blankenship,0
Indiana,Green #3,President,,DEM,Andrew Yang,1
Indiana,Green #3,President,,DEM,Mark Cuban,0
Indiana,Green #3,President,,DEM,Elizabeth Warren,0
Indiana,Green #3,President,,DEM,Colin Powell,0
Indiana,Green #3,President,,DEM,Pete Buttigieg,0
Indiana,Green #3,President,,DEM,Donald J. Trump,1
Indiana,Green #3,President,,DEM,Donald Trump,2
Indiana,Homer City #1,President,,DEM,Bernie Sanders,24
Indiana,Homer City #1,President,,DEM,Joseph R. Biden,117
Indiana,Homer City #1,President,,DEM,Tulsi Gabbard,3
Indiana,Homer City #1,President,,DEM,M. Bloomburg,0
Indiana,Homer City #1,President,,DEM,Amy Klobuchar,0
Indiana,Homer City #1,President,,DEM,Don Blankenship,0
Indiana,Homer City #1,President,,DEM,Andrew Yang,0
Indiana,Homer City #1,President,,DEM,Mark Cuban,0
Indiana,Homer City #1,President,,DEM,Elizabeth Warren,0
Indiana,Homer City #1,President,,DEM,Colin Powell,0
Indiana,Homer City #1,President,,DEM,Pete Buttigieg,0
